Human	Chimpanzee	Gorilla	Orangutan	Macaque	Mouse	Opossum	Platypus	Chicken
ENSG00000164465:4087	ENSPTRG00000018545:2534	ENSGGOG00000001188:3742	ENSPPYG00000016963:2510	ENSMMUG00000017558:1383	ENSMUSG00000019891:3026	ENSMODG00000017807:2025	ENSOANG00000019847:375	ENSGALG00000014907:2100
ENSG00000179023:5055	ENSPTRG00000000251:5049	ENSGGOG00000014837:5054	ENSPPYG00000001802:2334	ENSMMUG00000023521:2439	ENSMUSG00000078234:7807	ENSMODG00000002543:1776	ENSOANG00000015014:2271	ENSGALG00000000420:1569
ENSG00000070190:2935	ENSPTRG00000016309:2931	ENSGGOG00000001130:2933	ENSPPYG00000014954:843	ENSMMUG00000006829:1452	ENSMUSG00000028159:3083	ENSMODG00000020690:822	ENSOANG00000011703:747	ENSGALG00000000056:1260
ENSG00000114331:7422	ENSPTRG00000015762:7111	ENSGGOG00000016078:7182	ENSPPYG00000014428:3467	ENSMMUG00000013092:2286	ENSMUSG00000049076:6493	ENSMODG00000019807:2914	ENSOANG00000012746:2692	ENSGALG00000007040:3778
ENSG00000108039:2570	ENSPTRG00000002934:2427	ENSGGOG00000004503:2460	ENSPPYG00000002639:2439	ENSMMUG00000015117:2492	ENSMUSG00000025027:2409	ENSMODG00000010676:1917	ENSOANG00000001602:2215	ENSGALG00000008523:2423
ENSG00000181830:3933	ENSPTRG00000003536:3487	ENSGGOG00000001327:3276	ENSPPYG00000003330:1095	ENSMMUG00000002452:3586	ENSMUSG00000049922:3275	ENSMODG00000019878:1098	ENSOANG00000005349:840	ENSGALG00000008438:1098
ENSG00000119865:3503	ENSPTRG00000012002:1657	ENSGGOG00000022874:1999	ENSPPYG00000012351:495	ENSMMUG00000010713:1657	ENSMUSG00000044629:2109	ENSMODG00000003628:495	ENSOANG00000008389:183	ENSGALG00000008757:915
ENSG00000080644:3755	ENSPTRG00000007347:3454	ENSGGOG00000010455:2996	ENSPPYG00000006701:1518	ENSMMUG00000023736:2228	ENSMUSG00000032303:3123	ENSMODG00000011883:1443	ENSOANG00000013222:1572	ENSGALG00000003014:1470
ENSG00000140511:1980	ENSPTRG00000007425:1674	ENSGGOG00000005272:1672	ENSPPYG00000006758:1901	ENSMMUG00000000556:2095	ENSMUSG00000030606:3311	ENSMODG00000019577:1083	ENSOANG00000006382:1092	ENSGALG00000021135:519
ENSG00000107021:3906	ENSPTRG00000021440:3795	ENSGGOG00000003145:3860	ENSPPYG00000019662:1179	ENSMMUG00000019179:1482	ENSMUSG00000039678:3595	ENSMODG00000006451:1241	ENSOANG00000012174:1284	ENSGALG00000004645:1641
ENSG00000112234:3162	ENSPTRG00000018438:2774	ENSGGOG00000001187:2295	ENSPPYG00000016861:1866	ENSMMUG00000001659:2663	ENSMUSG00000040410:2593	ENSMODG00000018121:1924	ENSOANG00000001299:1863	ENSGALG00000015490:2015
ENSG00000041982:7598	ENSPTRG00000021294:7598	ENSGGOG00000010138:7598	ENSPPYG00000019537:6606	ENSMMUG00000003356:7523	ENSMUSG00000028364:7576	ENSMODG00000019592:6591	ENSOANG00000010612:5634	ENSGALG00000007113:6101
ENSG00000135605:3687	ENSPTRG00000016041:3576	ENSGGOG00000009028:1900	ENSPPYG00000014716:1791	ENSMMUG00000018628:2018	ENSMUSG00000029217:2738	ENSMODG00000020628:1665	ENSOANG00000005862:1758	ENSGALG00000014124:3336
ENSG00000107581:5472	ENSPTRG00000002988:5305	ENSGGOG00000000036:3635	ENSPPYG00000002697:5138	ENSMMUG00000008994:981	ENSMUSG00000024991:5120	ENSMODG00000009316:3450	ENSOANG00000007359:3984	ENSGALG00000009328:4535
ENSG00000134324:6854	ENSPTRG00000011665:5590	ENSGGOG00000005901:4488	ENSPPYG00000012643:4507	ENSMMUG00000021672:4399	ENSMUSG00000020593:4614	ENSMODG00000010415:4058	ENSOANG00000002670:3134	ENSGALG00000016456:3081
ENSG00000165891:5741	ENSPTRG00000005245:5742	ENSGGOG00000012645:5561	ENSPPYG00000004791:5502	ENSMMUG00000022846:5510	ENSMUSG00000020185:5476	ENSMODG00000020465:2737	ENSOANG00000007449:952	ENSGALG00000010265:2726
ENSG00000119820:7288	ENSPTRG00000011817:1939	ENSGGOG00000012172:1966	ENSPPYG00000012505:735	ENSMMUG00000016094:1941	ENSMUSG00000024072:2014	ENSMODG00000015468:738	ENSOANG00000004756:657	ENSGALG00000010547:2428
ENSG00000163728:5337	ENSPTRG00000015652:3191	ENSGGOG00000003335:3023	ENSPPYG00000014324:2031	ENSMMUG00000019656:3011	ENSMUSG00000027677:11550	ENSMODG00000021296:2419	ENSOANG00000003676:1854	ENSGALG00000008889:2843
ENSG00000121741:8059	ENSPTRG00000005680:5502	ENSGGOG00000007409:5115	ENSPPYG00000005188:5173	ENSMMUG00000030812:5698	ENSMUSG00000021945:5004	ENSMODG00000008092:4242	ENSOANG00000009018:4518	ENSGALG00000017139:6177
ENSG00000156958:3359	ENSPTRG00000007052:3240	ENSGGOG00000002838:2970	ENSPPYG00000006461:2291	ENSMMUG00000009839:2950	ENSMUSG00000027207:3041	ENSMODG00000002423:1417	ENSOANG00000022483:672	ENSGALG00000013789:3721
ENSG00000133640:5832	ENSPTRG00000005271:5656	ENSGGOG00000010081:4821	ENSPPYG00000004808:5261	ENSMMUG00000016535:4122	ENSMUSG00000019892:2798	ENSMODG00000020493:1740	ENSOANG00000006648:4097	ENSGALG00000011002:3906
ENSG00000119541:3321	ENSPTRG00000010083:3383	ENSGGOG00000006727:2107	ENSPPYG00000009214:3315	ENSMMUG00000021184:2156	ENSMUSG00000009907:7572	ENSMODG00000005285:1335	ENSOANG00000011418:1107	ENSGALG00000012879:3498
ENSG00000137440:1359	ENSPTRG00000015931:1179	ENSGGOG00000016135:1179	ENSPPYG00000015290:705	ENSMMUG00000008162:1174	ENSMUSG00000048373:1156	ENSMODG00000024759:711	ENSOANG00000015680:708	ENSGALG00000014505:690
ENSG00000186350:1846	ENSPTRG00000021527:2012	ENSGGOG00000009752:5417	ENSPPYG00000019748:1359	ENSMMUG00000008183:1362	ENSMUSG00000015846:5180	ENSMODG00000013136:1404	ENSOANG00000003910:1501	ENSGALG00000002626:1684
ENSG00000162374:4588	ENSPTRG00000000723:4062	ENSGGOG00000000634:4003	ENSPPYG00000001367:1143	ENSMMUG00000021933:1826	ENSMUSG00000028546:5155	ENSMODG00000001300:1319	ENSOANG00000007377:696	ENSGALG00000010533:2412
ENSG00000099958:3346	ENSPTRG00000014155:936	ENSGGOG00000000850:1151	ENSPPYG00000011634:696	ENSMMUG00000009101:1529	ENSMUSG00000009092:1308	ENSMODG00000019845:763	ENSOANG00000012182:678	ENSGALG00000005994:1660
ENSG00000164366:1420	ENSPTRG00000016674:1420	ENSGGOG00000002664:1421	ENSPPYG00000015297:783	ENSMMUG00000000746:783	ENSMUSG00000021578:6446	ENSMODG00000000601:783	ENSOANG00000010160:783	ENSGALG00000013171:3004
ENSG00000013016:4636	ENSPTRG00000011805:3571	ENSGGOG00000003031:3890	ENSPPYG00000012514:3928	ENSMMUG00000003476:3588	ENSMUSG00000024065:3658	ENSMODG00000015505:1619	ENSOANG00000008249:1698	ENSGALG00000009086:3333
ENSG00000140391:3854	ENSPTRG00000007322:1824	ENSGGOG00000014105:1824	ENSPPYG00000006680:1675	ENSMMUG00000010172:1825	ENSMUSG00000032324:1800	ENSMODG00000012103:828	ENSOANG00000007550:732	ENSGALG00000002774:1388
ENSG00000164062:3241	ENSPTRG00000014928:2755	ENSGGOG00000010567:2771	ENSPPYG00000013868:2184	ENSMMUG00000014540:2782	ENSMUSG00000032590:2374	ENSMODG00000012954:2205	ENSOANG00000007146:2230	ENSGALG00000002784:2000
ENSG00000172432:3411	ENSPTRG00000018206:1713	ENSGGOG00000014744:2939	ENSPPYG00000017279:1809	ENSMMUG00000008890:3137	ENSMUSG00000023952:2924	ENSMODG00000018959:1637	ENSOANG00000010693:366	ENSGALG00000010315:1903
ENSG00000143771:4125	ENSPTRG00000002025:661	ENSGGOG00000005708:632	ENSPPYG00000000183:623	ENSMMUG00000009936:633	ENSMUSG00000062169:3407	ENSMODG00000005180:515	ENSOANG00000001458:1014	ENSGALG00000020076:417
ENSG00000196482:7490	ENSPTRG00000023622:5265	ENSGGOG00000010263:5335	ENSPPYG00000000217:4999	ENSMMUG00000014167:1709	ENSMUSG00000026610:5789	ENSMODG00000004163:1672	ENSOANG00000008544:1445	ENSGALG00000009645:1514
ENSG00000197555:6003	ENSPTRG00000023075:6003	ENSGGOG00000013648:5997	ENSPPYG00000005960:6006	ENSMMUG00000020067:6005	ENSMUSG00000042700:8245	ENSMODG00000007046:5608	ENSOANG00000014068:5785	ENSGALG00000009381:5361
ENSG00000198648:3820	ENSPTRG00000012602:3285	ENSGGOG00000004356:3282	ENSPPYG00000012903:3112	ENSMMUG00000006215:3253	ENSMUSG00000027030:3536	ENSMODG00000007566:1482	ENSOANG00000008490:1170	ENSGALG00000010930:2149
ENSG00000123575:7457	ENSPTRG00000022138:2990	ENSGGOG00000025655:3001	ENSPPYG00000020595:1167	ENSMMUG00000022281:3008	ENSMUSG00000042595:8299	ENSMODG00000010141:1257	ENSOANG00000011654:966	ENSGALG00000008872:1403
ENSG00000162777:2191	ENSPTRG00000001090:2040	ENSGGOG00000001542:2051	ENSPPYG00000001039:1841	ENSMMUG00000002457:1958	ENSMUSG00000027901:4321	ENSMODG00000001493:1499	ENSOANG00000014265:1462	ENSGALG00000000154:1427
ENSG00000108469:6095	ENSPTRG00000009651:3772	ENSGGOG00000009481:3701	ENSPPYG00000008632:3726	ENSMMUG00000021635:4064	ENSMUSG00000020752:3999	ENSMODG00000007532:2904	ENSOANG00000015844:1242	ENSGALG00000002424:3573
ENSG00000196353:3957	ENSPTRG00000023991:1674	ENSGGOG00000011136:2153	ENSPPYG00000014103:2712	ENSMMUG00000003277:2273	ENSMUSG00000032564:5055	ENSMODG00000011830:1671	ENSOANG00000006772:1926	ENSGALG00000011613:2016
ENSG00000183060:2956	ENSPTRG00000007497:2884	ENSGGOG00000014741:5038	ENSPPYG00000006817:2764	ENSMMUG00000018124:2832	ENSMUSG00000043831:2898	ENSMODG00000012716:849	ENSOANG00000000144:902	ENSGALG00000007092:801
ENSG00000155719:3891	ENSPTRG00000007867:3319	ENSGGOG00000006262:1854	ENSPPYG00000007183:2100	ENSMMUG00000013877:3731	ENSMUSG00000034990:3687	ENSMODG00000007815:3360	ENSOANG00000003269:3399	ENSGALG00000007070:3456
ENSG00000091164:6938	ENSPTRG00000010041:1278	ENSGGOG00000009301:1352	ENSPPYG00000009178:870	ENSMMUG00000012915:1931	ENSMUSG00000024583:2558	ENSMODG00000020454:930	ENSOANG00000001710:1079	ENSGALG00000002948:1213
ENSG00000137275:4147	ENSPTRG00000017672:3266	ENSGGOG00000012589:3273	ENSPPYG00000016178:2016	ENSMMUG00000008485:2016	ENSMUSG00000021408:3234	ENSMODG00000008505:2010	ENSOANG00000014957:2028	ENSGALG00000012827:2796
ENSG00000105428:1442	ENSPTRG00000010331:1424	ENSGGOG00000002709:1427	ENSPPYG00000009425:1290	ENSMMUG00000012312:1424	ENSMUSG00000044526:984	ENSMODG00000001148:978	ENSOANG00000014150:1080	ENSGALG00000021594:972
ENSG00000151136:6158	ENSPTRG00000005398:5377	ENSGGOG00000006683:5809	ENSPPYG00000004912:3264	ENSMMUG00000015540:5381	ENSMUSG00000020042:6025	ENSMODG00000001559:3357	ENSOANG00000005529:1727	ENSGALG00000012635:2221
ENSG00000146904:3363	ENSPTRG00000019811:3359	ENSGGOG00000000082:3406	ENSPPYG00000018119:2682	ENSMMUG00000012638:2937	ENSMUSG00000029859:3273	ENSMODG00000001465:3721	ENSOANG00000002167:798	ENSGALG00000014687:3786
ENSG00000165078:1904	ENSPTRG00000020322:1860	ENSGGOG00000005868:837	ENSPPYG00000018651:1110	ENSMMUG00000023015:1679	ENSMUSG00000042501:1932	ENSMODG00000007714:1168	ENSOANG00000013506:1161	ENSGALG00000015558:2531
ENSG00000100234:4635	ENSPTRG00000014292:2502	ENSGGOG00000013242:5478	ENSPPYG00000011757:636	ENSMMUG00000006734:2530	ENSMUSG00000020044:4722	ENSMODG00000001292:739	ENSOANG00000005518:616	ENSGALG00000012568:965
ENSG00000137709:2965	ENSPTRG00000004391:2970	ENSGGOG00000008715:2949	ENSPPYG00000003972:1995	ENSMMUG00000012251:1882	ENSMUSG00000032015:2522	ENSMODG00000013141:1167	ENSOANG00000007198:948	ENSGALG00000006673:1179
ENSG00000185052:3893	ENSPTRG00000013294:1872	ENSGGOG00000004364:3727	ENSPPYG00000010743:1716	ENSMMUG00000002321:3420	ENSMUSG00000063873:4048	ENSMODG00000005890:1957	ENSOANG00000015699:1835	ENSGALG00000008445:1677
ENSG00000144021:1533	ENSPTRG00000012229:1811	ENSGGOG00000005171:1810	ENSPPYG00000012067:1017	ENSMMUG00000012872:1262	ENSMUSG00000003662:4192	ENSMODG00000008332:1030	ENSOANG00000008950:498	ENSGALG00000017693:675
ENSG00000183864:4565	ENSPTRG00000029419:1241	ENSGGOG00000006486:4556	ENSPPYG00000011869:4321	ENSMMUG00000002554:1008	ENSMUSG00000048546:3994	ENSMODG00000016552:1038	ENSOANG00000009031:1025	ENSGALG00000011957:3972
ENSG00000183484:3658	ENSPTRG00000006783:1868	ENSGGOG00000007056:2505	ENSPPYG00000006202:1137	ENSMMUG00000007517:1143	ENSMUSG00000021298:2439	ENSMODG00000014711:1038	ENSOANG00000007017:1050	ENSGALG00000020365:867
ENSG00000124134:4538	ENSPTRG00000013534:4528	ENSGGOG00000003005:1611	ENSPPYG00000011046:1581	ENSMMUG00000013214:1631	ENSMUSG00000040164:2712	ENSMODG00000016191:1422	ENSOANG00000007841:1539	ENSGALG00000004074:1314
ENSG00000151376:2476	ENSPTRG00000004146:2288	ENSGGOG00000009837:2312	ENSPPYG00000003748:1815	ENSMMUG00000013055:1667	ENSMUSG00000030621:2078	ENSMODG00000004158:1713	ENSOANG00000008877:1617	ENSGALG00000017246:1991
ENSG00000136237:8948	ENSPTRG00000018976:6932	ENSGGOG00000017128:6597	ENSPPYG00000017743:1080	ENSMMUG00000002987:8064	ENSMUSG00000041992:3675	ENSMODG00000001277:1698	ENSOANG00000011808:1749	ENSGALG00000010910:3036
ENSG00000167487:3122	ENSPTRG00000010718:3121	ENSGGOG00000007063:3122	ENSPPYG00000009750:1842	ENSMMUG00000000709:1773	ENSMUSG00000055707:3069	ENSMODG00000003568:1815	ENSOANG00000005746:1821	ENSGALG00000003327:1563
ENSG00000126870:3828	ENSPTRG00000019928:3783	ENSGGOG00000016646:3473	ENSPPYG00000018235:3201	ENSMMUG00000006973:3611	ENSMUSG00000042050:3725	ENSMODG00000005458:3099	ENSOANG00000006118:3177	ENSGALG00000006558:3442
ENSG00000169903:2101	ENSPTRG00000015517:1510	ENSGGOG00000001835:2108	ENSPPYG00000014198:1438	ENSMMUG00000018980:1914	ENSMUSG00000027801:1496	ENSMODG00000021265:570	ENSOANG00000012381:626	ENSGALG00000010427:1252
ENSG00000104886:1206	ENSPTRG00000010226:1199	ENSGGOG00000006605:1206	ENSPPYG00000009341:450	ENSMMUG00000010109:450	ENSMUSG00000035278:873	ENSMODG00000004671:435	ENSOANG00000013647:327	ENSGALG00000000835:2655
ENSG00000170638:2395	ENSPTRG00000014530:912	ENSGGOG00000014397:2281	ENSPPYG00000011976:1140	ENSMMUG00000014087:1128	ENSMUSG00000015363:2397	ENSMODG00000005497:1023	ENSOANG00000007072:852	ENSGALG00000008705:3911
ENSG00000241058:2201	ENSPTRG00000002340:2203	ENSGGOG00000009321:2429	ENSPPYG00000002131:1423	ENSMMUG00000007451:2183	ENSMUSG00000026707:4788	ENSMODG00000009471:1404	ENSOANG00000005705:1423	ENSGALG00000008564:2215
ENSG00000106410:2080	ENSPTRG00000019828:1377	ENSGGOG00000022185:2076	ENSPPYG00000018138:1083	ENSMMUG00000020609:1179	ENSMUSG00000029736:1899	ENSMODG00000001675:1269	ENSOANG00000007774:537	ENSGALG00000019041:612
ENSG00000143153:2708	ENSPTRG00000001653:2195	ENSGGOG00000002499:2186	ENSPPYG00000000536:2121	ENSMMUG00000021078:1848	ENSMUSG00000026576:2422	ENSMODG00000002980:939	ENSOANG00000000855:684	ENSGALG00000015233:1409
ENSG00000157005:618	ENSPTRG00000015727:624	ENSGGOG00000022732:624	ENSPPYG00000014393:351	ENSMMUG00000000850:522	ENSMUSG00000004366:596	ENSMODG00000008503:357	ENSOANG00000000871:351	ENSGALG00000007361:357
ENSG00000181544:3015	ENSPTRG00000021680:2280	ENSGGOG00000003080:3008	ENSPPYG00000020138:2577	ENSMMUG00000017839:3018	ENSMUSG00000047757:2983	ENSMODG00000017276:2601	ENSOANG00000002602:2652	ENSGALG00000016569:2721
ENSG00000055163:7280	ENSPTRG00000017465:3852	ENSGGOG00000012019:6570	ENSPPYG00000015987:6815	ENSMMUG00000010997:4439	ENSMUSG00000020340:6715	ENSMODG00000008425:3258	ENSOANG00000005079:3921	ENSGALG00000003818:3771
ENSG00000164327:9607	ENSPTRG00000016811:5196	ENSGGOG00000014599:5748	ENSPPYG00000015414:9469	ENSMMUG00000001611:8114	ENSMUSG00000050310:9298	ENSMODG00000020315:5257	ENSOANG00000010208:5103	ENSGALG00000003775:5436
ENSG00000139926:5199	ENSPTRG00000006340:4851	ENSGGOG00000002249:5059	ENSPPYG00000005811:1845	ENSMMUG00000018274:5102	ENSMUSG00000048285:4693	ENSMODG00000013207:981	ENSOANG00000013962:1881	ENSGALG00000012374:1836
ENSG00000082293:6464	ENSPTRG00000018327:8788	ENSGGOG00000005906:7697	ENSPPYG00000016758:3547	ENSMMUG00000005574:3518	ENSMUSG00000026141:4428	ENSMODG00000018584:3691	ENSOANG00000014935:3288	ENSGALG00000016155:3502
ENSG00000130147:5723	ENSPTRG00000013066:5079	ENSGGOG00000013506:5185	ENSPPYG00000013300:2892	ENSMMUG00000013808:2892	ENSMUSG00000036206:4995	ENSMODG00000002867:2901	ENSOANG00000012552:3177	ENSGALG00000004140:3129
ENSG00000034152:2663	ENSPTRG00000008895:2334	ENSGGOG00000000670:1088	ENSPPYG00000008073:2028	ENSMMUG00000010904:2575	ENSMUSG00000018932:2198	ENSMODG00000001404:1062	ENSOANG00000007732:1044	ENSGALG00000004735:1813
ENSG00000162592:2176	ENSPTRG00000000067:1932	ENSGGOG00000015568:1965	ENSPPYG00000001961:1965	ENSMMUG00000013591:2282	ENSMUSG00000039492:2089	ENSMODG00000006595:814	ENSOANG00000009496:669	ENSGALG00000000982:1234
ENSG00000145191:3571	ENSPTRG00000015679:2899	ENSGGOG00000007425:2534	ENSPPYG00000014344:2166	ENSMMUG00000006562:2883	ENSMUSG00000003235:3209	ENSMODG00000003196:2067	ENSOANG00000001406:2030	ENSGALG00000008376:2338
ENSG00000038532:7479	ENSPTRG00000007763:3366	ENSGGOG00000014059:6625	ENSPPYG00000007098:3189	ENSMMUG00000006515:3265	ENSMUSG00000068663:7764	ENSMODG00000005166:3373	ENSOANG00000000742:2633	ENSGALG00000007167:3298
ENSG00000162763:1369	ENSPTRG00000001614:1370	ENSGGOG00000007321:1703	ENSPPYG00000000570:942	ENSMMUG00000015518:858	ENSMUSG00000040485:1137	ENSMODG00000001296:825	ENSOANG00000005493:663	ENSGALG00000003443:948
ENSG00000070614:8135	ENSPTRG00000017419:7910	ENSGGOG00000013713:8044	ENSPPYG00000015951:2649	ENSMMUG00000005414:3610	ENSMUSG00000054008:6597	ENSMODG00000009477:2634	ENSOANG00000002310:2756	ENSGALG00000004581:2984
ENSG00000075790:9079	ENSPTRG00000019580:1416	ENSGGOG00000016205:6105	ENSPPYG00000017902:1902	ENSMMUG00000030218:1378	ENSMUSG00000020650:1949	ENSMODG00000016319:621	ENSOANG00000020344:666	ENSGALG00000008009:1508
ENSG00000203867:7277	ENSPTRG00000029726:5693	ENSGGOG00000006372:7234	ENSPPYG00000002648:1851	ENSMMUG00000019883:1857	ENSMUSG00000043639:6658	ENSMODG00000010399:3096	ENSOANG00000001595:3156	ENSGALG00000008697:1543
ENSG00000182704:2709	ENSPTRG00000028468:1062	ENSGGOG00000008670:2709	ENSPPYG00000003702:1062	ENSMMUG00000008443:1062	ENSMUSG00000049580:2751	ENSMODG00000024044:1071	ENSOANG00000001120:1068	ENSGALG00000000761:1116
ENSG00000185339:2586	ENSPTRG00000014252:1980	ENSGGOG00000000122:1320	ENSPPYG00000011717:1912	ENSMMUG00000019803:2016	ENSMUSG00000020432:2178	ENSMODG00000009490:1359	ENSOANG00000011553:2078	ENSGALG00000009536:903
ENSG00000113161:4587	ENSPTRG00000016994:2868	ENSGGOG00000010919:4577	ENSPPYG00000015560:2664	ENSMMUG00000006139:3842	ENSMUSG00000021670:3969	ENSMODG00000002057:2655	ENSOANG00000014109:2325	ENSGALG00000014948:3523
ENSG00000088356:1385	ENSPTRG00000013368:1372	ENSGGOG00000024924:1374	ENSPPYG00000010897:1357	ENSMMUG00000000973:1357	ENSMUSG00000027472:1273	ENSMODG00000019480:423	ENSOANG00000020250:237	ENSGALG00000006464:745
ENSG00000188158:9160	ENSPTRG00000021705:4480	ENSGGOG00000000704:8297	ENSPPYG00000020161:8132	ENSMMUG00000012894:9518	ENSMUSG00000059493:8805	ENSMODG00000017147:4347	ENSOANG00000003878:4083	ENSGALG00000016543:4411
ENSG00000064218:2387	ENSPTRG00000020729:2185	ENSGGOG00000013303:2185	ENSPPYG00000019260:1419	ENSMMUG00000017848:2143	ENSMUSG00000042372:2389	ENSMODG00000003407:1481	ENSOANG00000008295:1534	ENSGALG00000010161:1398
ENSG00000151640:2715	ENSPTRG00000003073:2699	ENSGGOG00000013179:2680	ENSPPYG00000002773:1864	ENSMMUG00000022363:2695	ENSMUSG00000025478:3849	ENSMODG00000013521:2498	ENSOANG00000012014:693	ENSGALG00000010490:2667
ENSG00000168259:2135	ENSPTRG00000009188:2019	ENSGGOG00000010230:1751	ENSPPYG00000008402:1795	ENSMMUG00000016118:2019	ENSMUSG00000014195:2481	ENSMODG00000014760:1508	ENSOANG00000001098:1410	ENSGALG00000003449:5526
ENSG00000108255:798	ENSPTRG00000008946:788	ENSGGOG00000002292:788	ENSPPYG00000008120:648	ENSMMUG00000012855:698	ENSMUSG00000000724:778	ENSMODG00000019325:650	ENSOANG00000012646:597	ENSGALG00000004035:859
ENSG00000111325:3126	ENSPTRG00000005589:2222	ENSGGOG00000000483:1469	ENSPPYG00000005078:1053	ENSMMUG00000015926:2590	ENSMUSG00000023707:1596	ENSMODG00000012407:1059	ENSOANG00000008083:615	ENSGALG00000003687:1117
ENSG00000171174:2332	ENSPTRG00000011781:1196	ENSGGOG00000011436:1142	ENSPPYG00000012534:969	ENSMMUG00000014458:1230	ENSMUSG00000029136:1042	ENSMODG00000015586:960	ENSOANG00000005682:1451	ENSGALG00000010043:1310
ENSG00000111596:3280	ENSPTRG00000005216:1620	ENSGGOG00000027402:1772	ENSPPYG00000004765:3315	ENSMMUG00000014853:2424	ENSMUSG00000020166:3489	ENSMODG00000020387:1720	ENSOANG00000005959:3417	ENSGALG00000010042:2630
ENSG00000157514:3112	ENSPTRG00000022164:2326	ENSGGOG00000005193:1942	ENSPPYG00000020613:1955	ENSMMUG00000008207:2858	ENSMUSG00000031431:2771	ENSMODG00000011427:564	ENSOANG00000014707:505	ENSGALG00000022382:249
ENSG00000159592:3738	ENSPTRG00000000680:3379	ENSGGOG00000000346:3729	ENSPPYG00000001407:1436	ENSMMUG00000001960:3713	ENSMUSG00000034042:3659	ENSMODG00000002239:1428	ENSOANG00000011790:1666	ENSGALG00000010276:1410
ENSG00000120656:1671	ENSPTRG00000000437:968	ENSGGOG00000008564:1110	ENSPPYG00000001636:486	ENSMMUG00000005748:1108	ENSMUSG00000028899:3872	ENSMODG00000010943:582	ENSOANG00000004497:489	ENSGALG00000000991:1164
ENSG00000101204:5631	ENSPTRG00000013735:4608	ENSGGOG00000008378:5264	ENSPPYG00000011231:1665	ENSMMUG00000015916:2068	ENSMUSG00000027577:4915	ENSMODG00000016860:1939	ENSOANG00000003725:1768	ENSGALG00000005801:2813
ENSG00000160190:4176	ENSPTRG00000013945:2859	ENSGGOG00000012067:3093	ENSPPYG00000011455:1602	ENSMMUG00000018085:1593	ENSMUSG00000024036:2744	ENSMODG00000021023:2741	ENSOANG00000006455:1491	ENSGALG00000016185:1658
ENSG00000157540:6978	ENSPTRG00000013901:6700	ENSGGOG00000011897:1736	ENSPPYG00000011412:2103	ENSMMUG00000018131:2864	ENSMUSG00000022897:5872	ENSMODG00000020982:2835	ENSOANG00000006412:2301	ENSGALG00000016053:2291
ENSG00000186918:4808	ENSPTRG00000020119:4741	ENSGGOG00000015725:4733	ENSPPYG00000018476:1536	ENSMMUG00000007480:3722	ENSMUSG00000034522:2288	ENSMODG00000008675:1524	ENSOANG00000001150:1647	ENSGALG00000016619:1344
ENSG00000143851:4332	ENSPTRG00000001848:2989	ENSGGOG00000016520:3735	ENSPPYG00000000351:2991	ENSMMUG00000013789:1460	ENSMUSG00000031506:3264	ENSMODG00000000597:1284	ENSOANG00000012567:1254	ENSGALG00000000600:1483
ENSG00000077514:3430	ENSPTRG00000004067:3431	ENSGGOG00000012878:3436	ENSPPYG00000003677:1401	ENSMMUG00000020643:3419	ENSMUSG00000030726:3072	ENSMODG00000007196:1411	ENSOANG00000006988:378	ENSGALG00000017307:2045
ENSG00000198218:4203	ENSPTRG00000023070:3252	ENSGGOG00000013251:3390	ENSPPYG00000013883:2334	ENSMMUG00000005660:2325	ENSMUSG00000006673:3351	ENSMODG00000013333:2479	ENSOANG00000010904:2172	ENSGALG00000006867:2615
ENSG00000198888:956	ENSPTRG00000028158:957	ENSGGOG00000022681:957	ENSPPYG00000020945:957	ENSMMUG00000028699:957	ENSMUSG00000064341:957	ENSMODG00000021562:957	ENSOANG00000019388:957	ENSGALG00000018382:975
ENSG00000183615:936	ENSPTRG00000000478:954	ENSGGOG00000024395:955	ENSPPYG00000001597:492	ENSMMUG00000029057:225	ENSMUSG00000050493:913	ENSMODG00000017470:555	ENSOANG00000001196:534	ENSGALG00000003301:258
ENSG00000162869:3357	ENSPTRG00000011910:3152	ENSGGOG00000016362:3034	ENSPPYG00000012422:2957	ENSMMUG00000022853:3209	ENSMUSG00000034709:2741	ENSMODG00000001186:2387	ENSOANG00000012259:1726	ENSGALG00000008937:3576
